tag,module_name,rtl_path,total_cells,flop_cells,comb_cells,min_bits,max_bits,n_levels,input_bits,acc_guard,avg_bits_per_tap,rms_error_wideband,snr_db_wideband,stopband_atten_db,passband_ripple_db,bit_widths
b_s_lo13_hi14_lv4_i15_g4,fir_b_s_lo13_hi14_lv4_i15_g4,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo13_hi14_lv4_i15_g4.v,11063,297,10766,13,14,4,15,4,13.555555555555555,0.00019944017810957435,63.54764150150353,36.93751570684481,0.39022683105991746,"14,13,14,13,14,13,14,14,13"
b_s_lo11_hi14_lv4_i16_g2,fir_b_s_lo11_hi14_lv4_i16_g2,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo11_hi14_lv4_i16_g2.v,11104,314,10790,11,14,4,16,2,12.555555555555555,0.0002884670739585449,60.34196958170014,36.69431043612097,0.3930938718596422,"13,12,13,12,14,11,14,13,11"
b_s_lo11_hi14_lv4_i16_g4,fir_b_s_lo11_hi14_lv4_i16_g4,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo11_hi14_lv4_i16_g4.v,11116,314,10802,11,14,4,16,4,12.555555555555555,0.0002884670739585449,60.34196958170014,36.69431043612097,0.3930938718596422,"13,12,13,12,14,11,14,13,11"
b_s_lo13_hi16_lv4_i14_g2,fir_b_s_lo13_hi16_lv4_i14_g2,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo13_hi16_lv4_i14_g2.v,11185,274,10911,13,16,4,14,2,14.555555555555555,0.00012026917437331446,67.9408079758275,37.19002882831565,0.390120206031223,"15,14,15,14,16,13,16,15,13"
b_s_lo12_hi15_lv3_i15_g4,fir_b_s_lo12_hi15_lv3_i15_g4,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo12_hi15_lv3_i15_g4.v,11193,293,10900,12,15,3,15,4,13.666666666666666,0.0002211824241157341,62.64888229767198,36.87565137229133,0.3900994282952063,"14,12,15,14,15,12,15,14,12"
b_s_lo12_hi16_lv3_i15_g2,fir_b_s_lo12_hi16_lv3_i15_g2,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo12_hi16_lv3_i15_g2.v,11228,293,10935,12,16,3,15,2,14.0,0.00021980307954139704,62.70321911245689,36.90130947645222,0.39030117956278065,"14,12,16,14,16,12,16,14,12"
b_s_lo13_hi16_lv4_i14_g4,fir_b_s_lo13_hi16_lv4_i14_g4,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo13_hi16_lv4_i14_g4.v,11229,274,10955,13,16,4,14,4,14.555555555555555,0.00012026917437331446,67.9408079758275,37.19002882831565,0.390120206031223,"15,14,15,14,16,13,16,15,13"
b_s_lo12_hi15_lv3_i15_g2,fir_b_s_lo12_hi15_lv3_i15_g2,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo12_hi15_lv3_i15_g2.v,11247,293,10954,12,15,3,15,2,13.666666666666666,0.0002211824241157341,62.64888229767198,36.87565137229133,0.3900994282952063,"14,12,15,14,15,12,15,14,12"
b_s_lo12_hi15_lv4_i16_g2,fir_b_s_lo12_hi15_lv4_i16_g2,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo12_hi15_lv4_i16_g2.v,11256,315,10941,12,15,4,16,2,13.555555555555555,0.00027690718498404605,60.697210075420614,36.70091561926532,0.3896337188927606,"14,13,14,13,15,12,15,14,12"
b_s_lo12_hi16_lv3_i15_g4,fir_b_s_lo12_hi16_lv3_i15_g4,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo12_hi16_lv3_i15_g4.v,11260,293,10967,12,16,3,15,4,14.0,0.00021980307954139704,62.70321911245689,36.90130947645222,0.39030117956278065,"14,12,16,14,16,12,16,14,12"
b_s_lo12_hi15_lv4_i16_g4,fir_b_s_lo12_hi15_lv4_i16_g4,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo12_hi15_lv4_i16_g4.v,11263,315,10948,12,15,4,16,4,13.555555555555555,0.00027690718498404605,60.697210075420614,36.70091561926532,0.3896337188927606,"14,13,14,13,15,12,15,14,12"
b_s_lo13_hi15_lv4_i15_g4,fir_b_s_lo13_hi15_lv4_i15_g4,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo13_hi15_lv4_i15_g4.v,11268,293,10975,13,15,4,15,4,14.0,0.0001434855483224592,66.4077313343723,36.814811475360855,0.39016785529427567,"14,14,14,14,15,13,15,14,13"
b_s_lo13_hi15_lv4_i15_g2,fir_b_s_lo13_hi15_lv4_i15_g2,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo13_hi15_lv4_i15_g2.v,11284,293,10991,13,15,4,15,2,14.0,0.0001434855483224592,66.4077313343723,36.814811475360855,0.39016785529427567,"14,14,14,14,15,13,15,14,13"
b_s_lo12_hi16_lv4_i15_g4,fir_b_s_lo12_hi16_lv4_i15_g4,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo12_hi16_lv4_i15_g4.v,11307,297,11010,12,16,4,15,4,14.11111111111111,0.00026047386028047235,61.22861163985064,36.7982569021929,0.39115188411861596,"15,13,15,13,16,12,16,15,12"
b_s_lo12_hi16_lv4_i15_g2,fir_b_s_lo12_hi16_lv4_i15_g2,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo12_hi16_lv4_i15_g2.v,11353,297,11056,12,16,4,15,2,14.11111111111111,0.00026047386028047235,61.22861163985064,36.7982569021929,0.39115188411861596,"15,13,15,13,16,12,16,15,12"
b_s_lo11_hi15_lv4_i16_g2,fir_b_s_lo11_hi15_lv4_i16_g2,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo11_hi15_lv4_i16_g2.v,11380,315,11065,11,15,4,16,2,13.11111111111111,0.00027690718498404605,60.697210075420614,36.70091561926532,0.3896337188927606,"14,12,14,12,15,11,15,14,11"
b_s_lo11_hi15_lv4_i16_g4,fir_b_s_lo11_hi15_lv4_i16_g4,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo11_hi15_lv4_i16_g4.v,11390,315,11075,11,15,4,16,4,13.11111111111111,0.00027690718498404605,60.697210075420614,36.70091561926532,0.3896337188927606,"14,12,14,12,15,11,15,14,11"
b_s_lo12_hi14_lv3_i16_g4,fir_b_s_lo12_hi14_lv3_i16_g4,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo12_hi14_lv3_i16_g4.v,11392,316,11076,12,14,3,16,4,13.0,0.0002793193083868846,60.621875407766375,36.64441821760706,0.3900362953723182,"13,12,14,13,14,12,14,13,12"
b_s_lo12_hi14_lv3_i16_g2,fir_b_s_lo12_hi14_lv3_i16_g2,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo12_hi14_lv3_i16_g2.v,11436,316,11120,12,14,3,16,2,13.0,0.0002793193083868846,60.621875407766375,36.64441821760706,0.3900362953723182,"13,12,14,13,14,12,14,13,12"
b_s_lo11_hi16_lv4_i16_g4,fir_b_s_lo11_hi16_lv4_i16_g4,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo11_hi16_lv4_i16_g4.v,11487,316,11171,11,16,4,16,4,13.555555555555555,0.00027382442673988604,60.79445082567191,36.67267199899862,0.38983461705806266,"14,13,14,13,16,11,16,14,11"
b_s_lo13_hi14_lv3_i15_g4,fir_b_s_lo13_hi14_lv3_i15_g4,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo13_hi14_lv3_i15_g4.v,11497,293,11204,13,14,3,15,4,13.666666666666666,0.0001497702462361629,66.03538369210871,36.96300214090565,0.39441216883680175,"14,13,14,14,14,13,14,14,13"
b_s_lo11_hi16_lv4_i16_g2,fir_b_s_lo11_hi16_lv4_i16_g2,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo11_hi16_lv4_i16_g2.v,11498,316,11182,11,16,4,16,2,13.555555555555555,0.00027382442673988604,60.79445082567191,36.67267199899862,0.38983461705806266,"14,13,14,13,16,11,16,14,11"
b_s_lo13_hi16_lv3_i15_g2,fir_b_s_lo13_hi16_lv3_i15_g2,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo13_hi16_lv3_i15_g2.v,11505,293,11212,13,16,3,15,2,14.333333333333334,0.00011237298337717625,68.53065634732803,37.038024565461015,0.3904918853093552,"14,13,16,14,16,13,16,14,13"
b_s_lo13_hi15_lv3_i15_g4,fir_b_s_lo13_hi15_lv3_i15_g4,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo13_hi15_lv3_i15_g4.v,11508,293,11215,13,15,3,15,4,14.0,0.00011520790822815909,68.31424873972047,36.96297048562493,0.3902900138543355,"14,13,15,14,15,13,15,14,13"
b_s_lo13_hi14_lv3_i15_g2,fir_b_s_lo13_hi14_lv3_i15_g2,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo13_hi14_lv3_i15_g2.v,11533,293,11240,13,14,3,15,2,13.666666666666666,0.0001497702462361629,66.03538369210871,36.96300214090565,0.39441216883680175,"14,13,14,14,14,13,14,14,13"
b_s_lo13_hi16_lv3_i15_g4,fir_b_s_lo13_hi16_lv3_i15_g4,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo13_hi16_lv3_i15_g4.v,11533,293,11240,13,16,3,15,4,14.333333333333334,0.00011237298337717625,68.53065634732803,37.038024565461015,0.3904918853093552,"14,13,16,14,16,13,16,14,13"
b_s_lo13_hi15_lv3_i15_g2,fir_b_s_lo13_hi15_lv3_i15_g2,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo13_hi15_lv3_i15_g2.v,11534,293,11241,13,15,3,15,2,14.0,0.00011520790822815909,68.31424873972047,36.96297048562493,0.3902900138543355,"14,13,15,14,15,13,15,14,13"
b_s_lo13_hi14_lv4_i16_g4,fir_b_s_lo13_hi14_lv4_i16_g4,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo13_hi14_lv4_i16_g4.v,11750,316,11434,13,14,4,16,4,13.555555555555555,0.00019534278620608197,63.72794701153226,36.93751570684481,0.39022683105991746,"14,13,14,13,14,13,14,14,13"
b_s_lo13_hi14_lv4_i16_g2,fir_b_s_lo13_hi14_lv4_i16_g2,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo13_hi14_lv4_i16_g2.v,11771,316,11455,13,14,4,16,2,13.555555555555555,0.00019534278620608197,63.72794701153226,36.93751570684481,0.39022683105991746,"14,13,14,13,14,13,14,14,13"
b_s_lo12_hi16_lv3_i16_g4,fir_b_s_lo12_hi16_lv3_i16_g4,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo12_hi16_lv3_i16_g4.v,11843,312,11531,12,16,3,16,4,14.0,0.00021660993885940912,62.83032697289266,36.90130947645222,0.39030117956278065,"14,12,16,14,16,12,16,14,12"
b_s_lo13_hi16_lv4_i15_g4,fir_b_s_lo13_hi16_lv4_i15_g4,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo13_hi16_lv4_i15_g4.v,11935,293,11642,13,16,4,15,4,14.555555555555555,9.843909391063485e-05,69.68054241721563,37.19002882831565,0.390120206031223,"15,14,15,14,16,13,16,15,13"
b_s_lo12_hi16_lv3_i16_g2,fir_b_s_lo12_hi16_lv3_i16_g2,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo12_hi16_lv3_i16_g2.v,11940,312,11628,12,16,3,16,2,14.0,0.00021660993885940912,62.83032697289266,36.90130947645222,0.39030117956278065,"14,12,16,14,16,12,16,14,12"
b_s_lo12_hi15_lv3_i16_g2,fir_b_s_lo12_hi15_lv3_i16_g2,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo12_hi15_lv3_i16_g2.v,11951,312,11639,12,15,3,16,2,13.666666666666666,0.00021876411170481758,62.74437302012867,36.87565137229133,0.3900994282952063,"14,12,15,14,15,12,15,14,12"
b_s_lo13_hi15_lv4_i16_g2,fir_b_s_lo13_hi15_lv4_i16_g2,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo13_hi15_lv4_i16_g2.v,11957,312,11645,13,15,4,16,2,14.0,0.00013867472566181336,66.70394826046861,36.814811475360855,0.39016785529427567,"14,14,14,14,15,13,15,14,13"
b_s_lo12_hi15_lv3_i16_g4,fir_b_s_lo12_hi15_lv3_i16_g4,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo12_hi15_lv3_i16_g4.v,11963,312,11651,12,15,3,16,4,13.666666666666666,0.00021876411170481758,62.74437302012867,36.87565137229133,0.3900994282952063,"14,12,15,14,15,12,15,14,12"
b_s_lo13_hi16_lv4_i15_g2,fir_b_s_lo13_hi16_lv4_i15_g2,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo13_hi16_lv4_i15_g2.v,11968,293,11675,13,16,4,15,2,14.555555555555555,9.843909391063485e-05,69.68054241721563,37.19002882831565,0.390120206031223,"15,14,15,14,16,13,16,15,13"
b_s_lo13_hi15_lv4_i16_g4,fir_b_s_lo13_hi15_lv4_i16_g4,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo13_hi15_lv4_i16_g4.v,11996,312,11684,13,15,4,16,4,14.0,0.00013867472566181336,66.70394826046861,36.814811475360855,0.39016785529427567,"14,14,14,14,15,13,15,14,13"
b_s_lo12_hi16_lv4_i16_g2,fir_b_s_lo12_hi16_lv4_i16_g2,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo12_hi16_lv4_i16_g2.v,12014,316,11698,12,16,4,16,2,14.11111111111111,0.00025880046587261566,61.284593492719125,36.7982569021929,0.39115188411861596,"15,13,15,13,16,12,16,15,12"
b_s_lo12_hi16_lv4_i16_g4,fir_b_s_lo12_hi16_lv4_i16_g4,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo12_hi16_lv4_i16_g4.v,12100,316,11784,12,16,4,16,4,14.11111111111111,0.00025880046587261566,61.284593492719125,36.7982569021929,0.39115188411861596,"15,13,15,13,16,12,16,15,12"
b_s_lo13_hi14_lv3_i16_g4,fir_b_s_lo13_hi14_lv3_i16_g4,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo13_hi14_lv3_i16_g4.v,12216,312,11904,13,14,3,16,4,13.666666666666666,0.00014472650501459494,66.33293307830128,36.96300214090565,0.39441216883680175,"14,13,14,14,14,13,14,14,13"
b_s_lo13_hi14_lv3_i16_g2,fir_b_s_lo13_hi14_lv3_i16_g2,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo13_hi14_lv3_i16_g2.v,12262,312,11950,13,14,3,16,2,13.666666666666666,0.00014472650501459494,66.33293307830128,36.96300214090565,0.39441216883680175,"14,13,14,14,14,13,14,14,13"
b_s_lo13_hi15_lv3_i16_g4,fir_b_s_lo13_hi15_lv3_i16_g4,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo13_hi15_lv3_i16_g4.v,12285,312,11973,13,15,3,16,4,14.0,0.000108526569246371,68.83317308307466,36.96297048562493,0.3902900138543355,"14,13,15,14,15,13,15,14,13"
b_s_lo13_hi15_lv3_i16_g2,fir_b_s_lo13_hi15_lv3_i16_g2,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo13_hi15_lv3_i16_g2.v,12285,312,11973,13,15,3,16,2,14.0,0.000108526569246371,68.83317308307466,36.96297048562493,0.3902900138543355,"14,13,15,14,15,13,15,14,13"
b_s_lo13_hi16_lv3_i16_g2,fir_b_s_lo13_hi16_lv3_i16_g2,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo13_hi16_lv3_i16_g2.v,12297,312,11985,13,16,3,16,2,14.333333333333334,0.00010365501859748523,69.23208789049775,37.038024565461015,0.3904918853093552,"14,13,16,14,16,13,16,14,13"
b_s_lo13_hi16_lv3_i16_g4,fir_b_s_lo13_hi16_lv3_i16_g4,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo13_hi16_lv3_i16_g4.v,12302,312,11990,13,16,3,16,4,14.333333333333334,0.00010365501859748523,69.23208789049775,37.038024565461015,0.3904918853093552,"14,13,16,14,16,13,16,14,13"
b_s_lo13_hi16_lv4_i16_g4,fir_b_s_lo13_hi16_lv4_i16_g4,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo13_hi16_lv4_i16_g4.v,12728,312,12416,13,16,4,16,4,14.555555555555555,9.153793705901354e-05,70.31187215350067,37.19002882831565,0.390120206031223,"15,14,15,14,16,13,16,15,13"
b_s_lo13_hi16_lv4_i16_g2,fir_b_s_lo13_hi16_lv4_i16_g2,/home/aarushlenka/GitRepos/sscs-ose-code-a-chip.github.io/ISSCC27/submitted_notebooks/PrecisionFit/precisionfit/src/verilog/rtl/fir_b_s_lo13_hi16_lv4_i16_g2.v,12752,312,12440,13,16,4,16,2,14.555555555555555,9.153793705901354e-05,70.31187215350067,37.19002882831565,0.390120206031223,"15,14,15,14,16,13,16,15,13"
