coeff_bits,input_bits,acc_guard,rounding,saturate_output,total_bits_per_tap,passband_ripple_db,stopband_atten_db,meets_freq_spec,rms_error_wideband,snr_db_wideband,rms_error_music,snr_db_music,overflow_events,passes_error_budget
4,6,2,round,True,4,1.8869113876359882,10.028283359877395,False,0.12263946997926478,7.771289269825742,0.06514338171144218,10.749236613838193,0,False
4,6,4,round,True,4,1.8869113876359882,10.028283359877395,False,0.12263946997926478,7.771289269825742,0.06514338171144218,10.749236613838193,0,False
4,7,2,round,True,4,1.8869113876359882,10.028283359877395,False,0.12142409857246624,7.857796807451676,0.0636876651533706,10.945536059364152,0,False
4,7,4,round,True,4,1.8869113876359882,10.028283359877395,False,0.12142409857246624,7.857796807451676,0.0636876651533706,10.945536059364152,0,False
4,8,2,round,True,4,1.8869113876359882,10.028283359877395,False,0.12173778256570394,7.835386830648259,0.06355567145149614,10.963556384344935,0,False
4,8,4,round,True,4,1.8869113876359882,10.028283359877395,False,0.12173778256570394,7.835386830648259,0.06355567145149614,10.963556384344935,0,False
4,9,2,round,True,4,1.8869113876359882,10.028283359877395,False,0.12153298858622343,7.850011015182171,0.06350081173422387,10.97105707171588,0,False
4,9,4,round,True,4,1.8869113876359882,10.028283359877395,False,0.12153298858622343,7.850011015182171,0.06350081173422387,10.97105707171588,0,False
4,10,2,round,True,4,1.8869113876359882,10.028283359877395,False,0.12149218691701692,7.852927575562161,0.06363607768040816,10.952574544275214,0,False
4,10,4,round,True,4,1.8869113876359882,10.028283359877395,False,0.12149218691701692,7.852927575562161,0.06363607768040816,10.952574544275214,0,False
4,11,2,round,True,4,1.8869113876359882,10.028283359877395,False,0.12144712439752194,7.856149845959797,0.06370286980488853,10.94346265688193,0,False
4,11,4,round,True,4,1.8869113876359882,10.028283359877395,False,0.12144712439752194,7.856149845959797,0.06370286980488853,10.94346265688193,0,False
4,12,2,round,True,4,1.8869113876359882,10.028283359877395,False,0.12146509131193609,7.854864948569466,0.06370437294236816,10.94325770642577,0,False
4,12,4,round,True,4,1.8869113876359882,10.028283359877395,False,0.12146509131193609,7.854864948569466,0.06370437294236816,10.94325770642577,0,False
4,13,2,round,True,4,1.8869113876359882,10.028283359877395,False,0.12147417644883057,7.854215300637483,0.06371389316883365,10.941959750660303,0,False
4,13,4,round,True,4,1.8869113876359882,10.028283359877395,False,0.12147417644883057,7.854215300637483,0.06371389316883365,10.941959750660303,0,False
4,14,2,round,True,4,1.8869113876359882,10.028283359877395,False,0.12146782690647373,7.854669330187043,0.06371824268406819,10.941366816875302,0,False
4,14,4,round,True,4,1.8869113876359882,10.028283359877395,False,0.12146782690647373,7.854669330187043,0.06371824268406819,10.941366816875302,0,False
4,15,2,round,True,4,1.8869113876359882,10.028283359877395,False,0.12146999403792734,7.854514364899509,0.06372168454329333,10.940897645085313,0,False
4,15,4,round,True,4,1.8869113876359882,10.028283359877395,False,0.12146999403792734,7.854514364899509,0.06372168454329333,10.940897645085313,0,False
4,16,2,round,True,4,1.8869113876359882,10.028283359877395,False,0.1214693195463283,7.854562595542007,0.0637236549618804,10.940629061887908,0,False
4,16,4,round,True,4,1.8869113876359882,10.028283359877395,False,0.1214693195463283,7.854562595542007,0.0637236549618804,10.940629061887908,0,False
4,17,2,round,True,4,1.8869113876359882,10.028283359877395,False,0.12146898697004375,7.854586377060412,0.06372430652918178,10.940540250084165,0,False
4,17,4,round,True,4,1.8869113876359882,10.028283359877395,False,0.12146898697004375,7.854586377060412,0.06372430652918178,10.940540250084165,0,False
4,18,2,round,True,4,1.8869113876359882,10.028283359877395,False,0.12146948599846917,7.854550693080213,0.06372484762105729,10.940466497310426,0,False
4,18,4,round,True,4,1.8869113876359882,10.028283359877395,False,0.12146948599846917,7.854550693080213,0.06372484762105729,10.940466497310426,0,False
5,6,2,round,True,5,3.7738227752719746,14.035966806475153,False,0.0647266303071107,13.322234606909877,0.03420155892327458,16.345724573335726,0,False
5,6,4,round,True,5,3.7738227752719746,14.035966806475153,False,0.0647266303071107,13.322234606909877,0.03420155892327458,16.345724573335726,0,False
5,7,2,round,True,5,3.7738227752719746,14.035966806475153,False,0.062336520611079436,13.649043409511208,0.02872597558701939,17.861146869430414,0,False
5,7,4,round,True,5,3.7738227752719746,14.035966806475153,False,0.062336520611079436,13.649043409511208,0.02872597558701939,17.861146869430414,0,False
5,8,2,round,True,5,3.7738227752719746,14.035966806475153,False,0.06177988600407721,13.726952516169053,0.026693599650613922,18.49849975741487,0,False
5,8,4,round,True,5,3.7738227752719746,14.035966806475153,False,0.06177988600407721,13.726952516169053,0.026693599650613922,18.49849975741487,0,False
5,9,2,round,True,5,3.7738227752719746,14.035966806475153,False,0.06142853749307797,13.776491055446847,0.026464299750189855,18.573434470960507,0,False
5,9,4,round,True,5,3.7738227752719746,14.035966806475153,False,0.06142853749307797,13.776491055446847,0.026464299750189855,18.573434470960507,0,False
5,10,2,round,True,5,3.7738227752719746,14.035966806475153,False,0.06137970654050472,13.783398413998594,0.026286302510084483,18.632052579003474,0,False
5,10,4,round,True,5,3.7738227752719746,14.035966806475153,False,0.06137970654050472,13.783398413998594,0.026286302510084483,18.632052579003474,0,False
5,11,2,round,True,5,3.7738227752719746,14.035966806475153,False,0.06135381569160378,13.78706302095251,0.026260377193970147,18.640623413702862,0,False
5,11,4,round,True,5,3.7738227752719746,14.035966806475153,False,0.06135381569160378,13.78706302095251,0.026260377193970147,18.640623413702862,0,False
5,12,2,round,True,5,3.7738227752719746,14.035966806475153,False,0.061378555479338216,13.78356130307986,0.026241182902467616,18.646974444216756,0,False
5,12,4,round,True,5,3.7738227752719746,14.035966806475153,False,0.061378555479338216,13.78356130307986,0.026241182902467616,18.646974444216756,0,False
5,13,2,round,True,5,3.7738227752719746,14.035966806475153,False,0.061379811960670036,13.783383495922461,0.02621910905824558,18.654284010326656,0,False
5,13,4,round,True,5,3.7738227752719746,14.035966806475153,False,0.061379811960670036,13.783383495922461,0.02621910905824558,18.654284010326656,0,False
