coeff_bits,input_bits,acc_guard,rounding,saturate_output,total_bits_per_tap,passband_ripple_db,stopband_atten_db,meets_freq_spec,rms_error_wideband,snr_db_wideband,rms_error_music,snr_db_music,overflow_events,passes_error_budget,avg_bits_per_unique_coeff,bit_widths,min_bits,max_bits,n_levels
12,12,2,round,True,12,0.414566110027286,38.42337467060674,False,0.0016672520073373678,43.49124535963982,0.0012655414027055315,44.23344117625877,0,False,12.0,"12,14,12,12,14,10,14,10,10",10,14,3
12,12,4,round,True,12,0.414566110027286,38.42337467060674,False,0.0016672520073373678,43.49124535963982,0.0012655414027055315,44.23344117625877,0,False,12.0,"12,14,12,12,14,10,14,10,10",10,14,3
12,13,2,round,True,12,0.414566110027286,38.42337467060674,False,0.0016637392724962927,43.50956497437589,0.0012326604300312864,44.46209923723772,0,False,12.0,"12,14,12,12,14,10,14,10,10",10,14,3
12,13,4,round,True,12,0.414566110027286,38.42337467060674,False,0.0016637392724962927,43.50956497437589,0.0012326604300312864,44.46209923723772,0,False,12.0,"12,14,12,12,14,10,14,10,10",10,14,3
12,14,2,round,True,12,0.414566110027286,38.42337467060674,False,0.0016492381172240633,43.58560306573384,0.0012253480740551097,44.513778882989925,0,False,12.0,"12,14,12,12,14,10,14,10,10",10,14,3
12,14,4,round,True,12,0.414566110027286,38.42337467060674,False,0.0016492381172240633,43.58560306573384,0.0012253480740551097,44.513778882989925,0,False,12.0,"12,14,12,12,14,10,14,10,10",10,14,3
12,15,2,round,True,12,0.414566110027286,38.42337467060674,False,0.0016491078473971493,43.58628917286297,0.0012211729691232274,44.54342468225356,0,False,12.0,"12,14,12,12,14,10,14,10,10",10,14,3
12,15,4,round,True,12,0.414566110027286,38.42337467060674,False,0.0016491078473971493,43.58628917286297,0.0012211729691232274,44.54342468225356,0,False,12.0,"12,14,12,12,14,10,14,10,10",10,14,3
12,16,2,round,True,12,0.414566110027286,38.42337467060674,False,0.0016484067861396038,43.589982464011634,0.0012209009448517502,44.54535973655079,0,False,12.0,"12,14,12,12,14,10,14,10,10",10,14,3
12,16,4,round,True,12,0.414566110027286,38.42337467060674,False,0.0016484067861396038,43.589982464011634,0.0012209009448517502,44.54535973655079,0,False,12.0,"12,14,12,12,14,10,14,10,10",10,14,3
12,12,2,round,True,12,0.38283116627902763,39.93284444986649,False,0.0009432660354180065,48.4385864012172,0.0004935024451335649,52.41318215743873,0,False,12.11111111111111,"13,13,13,11,14,11,14,10,10",10,14,4
12,12,4,round,True,12,0.38283116627902763,39.93284444986649,False,0.0009432660354180065,48.4385864012172,0.0004935024451335649,52.41318215743873,0,False,12.11111111111111,"13,13,13,11,14,11,14,10,10",10,14,4
12,13,2,round,True,12,0.38283116627902763,39.93284444986649,False,0.0009037690592629967,48.8101209574852,0.00041043693806666766,54.01403955252821,0,False,12.11111111111111,"13,13,13,11,14,11,14,10,10",10,14,4
12,13,4,round,True,12,0.38283116627902763,39.93284444986649,False,0.0009037690592629967,48.8101209574852,0.00041043693806666766,54.01403955252821,0,False,12.11111111111111,"13,13,13,11,14,11,14,10,10",10,14,4
12,14,2,round,True,12,0.38283116627902763,39.93284444986649,False,0.0008997752408906942,48.84858956878163,0.0003884372706442625,54.492550455444274,0,False,12.11111111111111,"13,13,13,11,14,11,14,10,10",10,14,4
12,14,4,round,True,12,0.38283116627902763,39.93284444986649,False,0.0008997752408906942,48.84858956878163,0.0003884372706442625,54.492550455444274,0,False,12.11111111111111,"13,13,13,11,14,11,14,10,10",10,14,4
12,15,2,round,True,12,0.38283116627902763,39.93284444986649,False,0.000896188893444735,48.883279191952944,0.00038051969797805036,54.671425465803736,0,False,12.11111111111111,"13,13,13,11,14,11,14,10,10",10,14,4
12,15,4,round,True,12,0.38283116627902763,39.93284444986649,False,0.000896188893444735,48.883279191952944,0.00038051969797805036,54.671425465803736,0,False,12.11111111111111,"13,13,13,11,14,11,14,10,10",10,14,4
12,16,2,round,True,12,0.38283116627902763,39.93284444986649,False,0.0008943396695883086,48.901220441677125,0.00037833283428470067,54.721487654356544,0,False,12.11111111111111,"13,13,13,11,14,11,14,10,10",10,14,4
12,16,4,round,True,12,0.38283116627902763,39.93284444986649,False,0.0008943396695883086,48.901220441677125,0.00037833283428470067,54.721487654356544,0,False,12.11111111111111,"13,13,13,11,14,11,14,10,10",10,14,4
12,12,2,round,True,12,0.41715826973768627,38.50078913489082,False,0.0016591693190950792,43.533456173803124,0.0012964230375012641,44.024033535969274,0,False,12.333333333333334,"12,15,12,12,15,10,15,10,10",10,15,3
12,12,4,round,True,12,0.41715826973768627,38.50078913489082,False,0.0016591693190950792,43.533456173803124,0.0012964230375012641,44.024033535969274,0,False,12.333333333333334,"12,15,12,12,15,10,15,10,10",10,15,3
12,13,2,round,True,12,0.41715826973768627,38.50078913489082,False,0.0016592437685318622,43.53306643354201,0.0012682338974803564,44.214981195796966,0,False,12.333333333333334,"12,15,12,12,15,10,15,10,10",10,15,3
12,13,4,round,True,12,0.41715826973768627,38.50078913489082,False,0.0016592437685318622,43.53306643354201,0.0012682338974803564,44.214981195796966,0,False,12.333333333333334,"12,15,12,12,15,10,15,10,10",10,15,3
12,14,2,round,True,12,0.41715826973768627,38.50078913489082,False,0.001652014551125433,43.570992972800475,0.0012642630749082724,44.24221925789436,0,False,12.333333333333334,"12,15,12,12,15,10,15,10,10",10,15,3
12,14,4,round,True,12,0.41715826973768627,38.50078913489082,False,0.001652014551125433,43.570992972800475,0.0012642630749082724,44.24221925789436,0,False,12.333333333333334,"12,15,12,12,15,10,15,10,10",10,15,3
12,15,2,round,True,12,0.41715826973768627,38.50078913489082,False,0.0016473962536044523,43.59530885897226,0.001260465751472608,44.2683473369251,0,False,12.333333333333334,"12,15,12,12,15,10,15,10,10",10,15,3
12,15,4,round,True,12,0.41715826973768627,38.50078913489082,False,0.0016473962536044523,43.59530885897226,0.001260465751472608,44.2683473369251,0,False,12.333333333333334,"12,15,12,12,15,10,15,10,10",10,15,3
12,16,2,round,True,12,0.41715826973768627,38.50078913489082,False,0.00164473233986176,43.60936570102295,0.001261043242893714,44.26436874565332,0,False,12.333333333333334,"12,15,12,12,15,10,15,10,10",10,15,3
12,16,4,round,True,12,0.41715826973768627,38.50078913489082,False,0.00164473233986176,43.60936570102295,0.001261043242893714,44.26436874565332,0,False,12.333333333333334,"12,15,12,12,15,10,15,10,10",10,15,3
13,12,2,round,True,13,0.3837190830375367,40.31679178401088,True,0.000939561732342811,48.47276393966422,0.0004997209716206596,52.304416818943515,0,False,12.555555555555555,"13,13,13,12,15,12,15,10,10",10,15,4
13,12,4,round,True,13,0.3837190830375367,40.31679178401088,True,0.000939561732342811,48.47276393966422,0.0004997209716206596,52.304416818943515,0,False,12.555555555555555,"13,13,13,12,15,12,15,10,10",10,15,4
13,13,2,round,True,13,0.3837190830375367,40.31679178401088,True,0.0008989129221966156,48.85691786685703,0.00041388475334158334,53.94137976953467,0,False,12.555555555555555,"13,13,13,12,15,12,15,10,10",10,15,4
13,13,4,round,True,13,0.3837190830375367,40.31679178401088,True,0.0008989129221966156,48.85691786685703,0.00041388475334158334,53.94137976953467,0,False,12.555555555555555,"13,13,13,12,15,12,15,10,10",10,15,4
13,14,2,round,True,13,0.3837190830375367,40.31679178401088,True,0.0008861628248098735,48.98099979707478,0.0003956122946678705,54.33357273421037,0,False,12.555555555555555,"13,13,13,12,15,12,15,10,10",10,15,4
13,14,4,round,True,13,0.3837190830375367,40.31679178401088,True,0.0008861628248098735,48.98099979707478,0.0003956122946678705,54.33357273421037,0,False,12.555555555555555,"13,13,13,12,15,12,15,10,10",10,15,4
13,15,2,round,True,13,0.3837190830375367,40.31679178401088,True,0.0008842190384258722,49.00007310678984,0.00038655052329532845,54.534843022510785,0,False,12.555555555555555,"13,13,13,12,15,12,15,10,10",10,15,4
13,15,4,round,True,13,0.3837190830375367,40.31679178401088,True,0.0008842190384258722,49.00007310678984,0.00038655052329532845,54.534843022510785,0,False,12.555555555555555,"13,13,13,12,15,12,15,10,10",10,15,4
13,16,2,round,True,13,0.3837190830375367,40.31679178401088,True,0.00088334910188655,49.008622902648284,0.00038467757715670295,54.57703089255999,0,False,12.555555555555555,"13,13,13,12,15,12,15,10,10",10,15,4
13,16,4,round,True,13,0.3837190830375367,40.31679178401088,True,0.00088334910188655,49.008622902648284,0.00038467757715670295,54.57703089255999,0,False,12.555555555555555,"13,13,13,12,15,12,15,10,10",10,15,4
13,12,2,round,True,13,0.40033105494430776,37.93066865853951,False,0.001606508962496551,43.813607283802455,0.001168408868712609,44.927071437410824,0,False,13.0,"13,16,13,13,16,10,16,10,10",10,16,3
13,12,4,round,True,13,0.40033105494430776,37.93066865853951,False,0.001606508962496551,43.813607283802455,0.001168408868712609,44.927071437410824,0,False,13.0,"13,16,13,13,16,10,16,10,10",10,16,3
13,13,2,round,True,13,0.40033105494430776,37.93066865853951,False,0.0015938125348480556,43.8825255771753,0.001123039783088938,45.271065509516205,0,False,13.0,"13,16,13,13,16,10,16,10,10",10,16,3
13,13,4,round,True,13,0.40033105494430776,37.93066865853951,False,0.0015938125348480556,43.8825255771753,0.001123039783088938,45.271065509516205,0,False,13.0,"13,16,13,13,16,10,16,10,10",10,16,3
13,14,2,round,True,13,0.40033105494430776,37.93066865853951,False,0.0015885930683701018,43.91101707455156,0.0011205786109883922,45.29012176068334,0,False,13.0,"13,16,13,13,16,10,16,10,10",10,16,3
13,14,4,round,True,13,0.40033105494430776,37.93066865853951,False,0.0015885930683701018,43.91101707455156,0.0011205786109883922,45.29012176068334,0,False,13.0,"13,16,13,13,16,10,16,10,10",10,16,3
13,15,2,round,True,13,0.40033105494430776,37.93066865853951,False,0.0015858913415932772,43.9258017786175,0.0011177562268883145,45.31202637422653,0,False,13.0,"13,16,13,13,16,10,16,10,10",10,16,3
13,15,4,round,True,13,0.40033105494430776,37.93066865853951,False,0.0015858913415932772,43.9258017786175,0.0011177562268883145,45.31202637422653,0,False,13.0,"13,16,13,13,16,10,16,10,10",10,16,3
13,16,2,round,True,13,0.40033105494430776,37.93066865853951,False,0.0015845617726216814,43.93308685088599,0.001116967878901562,45.31815465097948,0,False,13.0,"13,16,13,13,16,10,16,10,10",10,16,3
13,16,4,round,True,13,0.40033105494430776,37.93066865853951,False,0.0015845617726216814,43.93308685088599,0.001116967878901562,45.31815465097948,0,False,13.0,"13,16,13,13,16,10,16,10,10",10,16,3
13,12,2,round,True,13,0.3837190830375367,40.31679178401088,True,0.000939561732342811,48.47276393966422,0.0004997209716206596,52.304416818943515,0,False,13.11111111111111,"14,14,14,12,16,12,16,10,10",10,16,4
13,12,4,round,True,13,0.3837190830375367,40.31679178401088,True,0.000939561732342811,48.47276393966422,0.0004997209716206596,52.304416818943515,0,False,13.11111111111111,"14,14,14,12,16,12,16,10,10",10,16,4
13,13,2,round,True,13,0.3837190830375367,40.31679178401088,True,0.0008989129221966156,48.85691786685703,0.00041388475334158334,53.94137976953467,0,False,13.11111111111111,"14,14,14,12,16,12,16,10,10",10,16,4
13,13,4,round,True,13,0.3837190830375367,40.31679178401088,True,0.0008989129221966156,48.85691786685703,0.00041388475334158334,53.94137976953467,0,False,13.11111111111111,"14,14,14,12,16,12,16,10,10",10,16,4
13,14,2,round,True,13,0.3837190830375367,40.31679178401088,True,0.0008861628248098735,48.98099979707478,0.0003956122946678705,54.33357273421037,0,False,13.11111111111111,"14,14,14,12,16,12,16,10,10",10,16,4
13,14,4,round,True,13,0.3837190830375367,40.31679178401088,True,0.0008861628248098735,48.98099979707478,0.0003956122946678705,54.33357273421037,0,False,13.11111111111111,"14,14,14,12,16,12,16,10,10",10,16,4
13,15,2,round,True,13,0.3837190830375367,40.31679178401088,True,0.0008842190384258722,49.00007310678984,0.00038655052329532845,54.534843022510785,0,False,13.11111111111111,"14,14,14,12,16,12,16,10,10",10,16,4
13,15,4,round,True,13,0.3837190830375367,40.31679178401088,True,0.0008842190384258722,49.00007310678984,0.00038655052329532845,54.534843022510785,0,False,13.11111111111111,"14,14,14,12,16,12,16,10,10",10,16,4
13,16,2,round,True,13,0.3837190830375367,40.31679178401088,True,0.00088334910188655,49.008622902648284,0.00038467757715670295,54.57703089255999,0,False,13.11111111111111,"14,14,14,12,16,12,16,10,10",10,16,4
13,16,4,round,True,13,0.3837190830375367,40.31679178401088,True,0.00088334910188655,49.008622902648284,0.00038467757715670295,54.57703089255999,0,False,13.11111111111111,"14,14,14,12,16,12,16,10,10",10,16,4
12,12,2,round,True,12,0.3944738787141687,41.40539753172696,True,0.000545397219380465,53.197011950472415,0.0003371148736376313,55.7234100495723,0,False,12.333333333333334,"12,14,12,12,14,11,14,11,11",11,14,3
12,12,4,round,True,12,0.3944738787141687,41.40539753172696,True,0.000545397219380465,53.197011950472415,0.0003371148736376313,55.7234100495723,0,False,12.333333333333334,"12,14,12,12,14,11,14,11,11",11,14,3
12,13,2,round,True,12,0.3944738787141687,41.40539753172696,True,0.0004752568947962796,54.39270181676036,0.00020288473949813958,60.13398069971021,0,False,12.333333333333334,"12,14,12,12,14,11,14,11,11",11,14,3
12,13,4,round,True,12,0.3944738787141687,41.40539753172696,True,0.0004752568947962796,54.39270181676036,0.00020288473949813958,60.13398069971021,0,False,12.333333333333334,"12,14,12,12,14,11,14,11,11",11,14,3
12,14,2,round,True,12,0.3944738787141687,41.40539753172696,True,0.0004530270414192672,54.80878781810137,0.00015202599540164866,62.64061121983444,0,False,12.333333333333334,"12,14,12,12,14,11,14,11,11",11,14,3
12,14,4,round,True,12,0.3944738787141687,41.40539753172696,True,0.0004530270414192672,54.80878781810137,0.00015202599540164866,62.64061121983444,0,False,12.333333333333334,"12,14,12,12,14,11,14,11,11",11,14,3
12,15,2,round,True,12,0.3944738787141687,41.40539753172696,True,0.0004502906387593473,54.86141197178344,0.00013500242934003112,63.6721366611861,0,False,12.333333333333334,"12,14,12,12,14,11,14,11,11",11,14,3
12,15,4,round,True,12,0.3944738787141687,41.40539753172696,True,0.0004502906387593473,54.86141197178344,0.00013500242934003112,63.6721366611861,0,False,12.333333333333334,"12,14,12,12,14,11,14,11,11",11,14,3
12,16,2,round,True,12,0.3944738787141687,41.40539753172696,True,0.00044853710974111235,54.895302734230825,0.0001310494936286934,63.93026138953044,0,False,12.333333333333334,"12,14,12,12,14,11,14,11,11",11,14,3
